pos	block_id	phase_state	local_phase_state	confidence
1218922	block_247	1	1	0.500000
1219937	block_247	1	1	0.375000
1219945	block_247	-1	-1	0.375000
1219949	block_247	-1	-1	0.375000
1220265	block_247	-1	-1	0.375000
1221127	block_247	-1	-1	0.375000
1221366	unassigned	0	0	0.000000
1221412	unassigned	0	0	0.000000
1221722	unassigned	0	0	0.000000
1224449	unassigned	0	0	0.000000
1225242	unassigned	0	0	0.500000
1225550	block_248	-1	-1	0.500000
1225594	unassigned	0	0	0.500000
1225628	unassigned	0	0	0.500000
1225876	unassigned	0	0	0.000000
1226073	unassigned	0	0	0.000000
1226494	block_249	-1	-1	1.000000
1230003	block_249	1	1	0.375000
1231974	unassigned	0	0	0.000000
1234170	block_250	-1	-1	0.375000
1237513	unassigned	0	0	0.000000
1240527	block_251	-1	-1	0.375000
1241212	block_251	-1	-1	0.375000
1248045	unassigned	0	0	0.000000
1250260	block_252	-1	-1	0.375000
1251039	block_252	-1	-1	0.375000
1251370	unassigned	0	0	0.000000
1251388	block_253	1	1	0.375000
1254661	unassigned	0	0	0.000000
1256243	unassigned	0	0	0.000000
1258613	unassigned	0	0	0.000000
1258654	unassigned	0	0	0.000000
1262113	unassigned	0	0	0.000000
1262728	unassigned	0	0	0.000000
1264065	unassigned	0	0	0.000000
1264313	block_254	1	1	0.308185
1267856	block_254	-1	-1	0.375000
1269500	block_254	-1	-1	0.375000
1276233	block_254	1	1	0.308185
1279618	unassigned	0	0	0.000000
1280508	block_255	1	1	0.102734
1281286	unassigned	0	0	0.000000
1286089	unassigned	0	0	0.000000
1286486	block_256	1	1	0.360244
1289561	block_256	-1	-1	0.375000
1290082	block_256	-1	-1	0.375000
1292042	block_256	1	1	0.360244
1293587	block_256	-1	-1	0.375000
1296455	block_256	-1	-1	0.375000
1298692	block_256	-1	-1	0.375000
1298852	unassigned	0	0	0.000000
1299676	block_257	-1	-1	1.000000
1300281	block_257	-1	-1	0.500000
1300351	block_257	-1	-1	0.500000
1300360	block_257	-1	-1	0.500000
1301041	block_257	-1	-1	1.000000
1301262	block_257	-1	-1	0.375000
1301895	unassigned	0	0	0.000000
1302498	unassigned	0	0	0.000000
1302879	block_258	-1	-1	0.375000
1303038	block_258	-1	-1	0.375000
1305289	unassigned	0	0	0.000000
1306461	unassigned	0	0	0.000000
1306607	block_259	-1	-1	0.375000
1307318	block_259	-1	-1	0.375000
1309372	block_259	1	1	0.375000
1310055	unassigned	0	0	0.000000
1310749	block_260	-1	-1	0.375000
1311389	block_260	-1	-1	0.375000
1311464	block_260	1	1	0.500000
1311482	block_260	1	1	0.500000
1311536	block_260	-1	-1	0.500000
1311567	unassigned	0	0	0.500000
1311572	unassigned	0	0	0.500000
1311725	unassigned	0	0	0.500000
1311805	block_261	-1	-1	0.500000
1311962	block_261	-1	-1	0.500000
1312402	block_261	-1	-1	0.375000
1313787	unassigned	0	0	0.000000
1315245	block_262	-1	-1	0.375000
1316189	block_262	-1	-1	0.375000
1316536	block_262	-1	-1	0.375000
1316872	block_262	1	1	1.000000
1317583	unassigned	0	0	0.500000
1317613	block_263	1	1	0.500000
1317753	block_263	-1	-1	0.500000
1324628	block_263	1	1	0.328206
1325129	block_263	-1	-1	0.375000
1325459	block_263	-1	-1	0.375000
1325648	block_263	-1	-1	0.375000
1327244	block_263	-1	-1	0.375000
1330028	unassigned	0	0	0.000000
1330044	block_264	1	1	0.375000
1330623	block_264	1	1	0.500000
1330624	block_264	1	1	0.500000
1331337	block_264	-1	-1	0.708333
1331495	block_264	1	1	0.500000
1331585	block_264	1	1	0.500000
1331650	unassigned	0	0	0.000000
1331915	block_265	1	1	1.000000
1332142	unassigned	0	0	0.000000
1332266	block_266	1	1	0.375000
1332492	block_266	1	1	0.375000
1333118	block_266	1	1	0.375000
1333292	block_266	-1	-1	1.000000
1333411	block_266	-1	-1	1.000000
1333621	block_266	-1	-1	0.490000
1334508	block_266	-1	-1	0.375000
1335348	block_266	-1	-1	1.000000
1335399	block_266	-1	-1	1.000000
1335997	block_266	1	1	1.000000
1337570	block_266	-1	-1	0.375000
1337617	block_266	-1	-1	0.375000
1337910	block_266	-1	-1	0.375000
1339352	block_266	-1	-1	0.375000
1339610	unassigned	0	0	0.000000
1339613	unassigned	0	0	0.000000
1341600	block_267	-1	-1	0.375000
1341828	block_267	-1	-1	0.375000
1342147	unassigned	0	0	0.000000
1342548	block_268	1	1	0.131266
1343129	block_268	1	1	0.500000
1343290	block_268	1	1	0.500000
1343291	block_268	1	1	0.500000
1345043	block_268	1	1	0.375000
1345076	block_268	1	1	0.375000
1346587	block_268	-1	-1	0.375000
1347194	block_268	-1	-1	0.375000
1348906	block_268	-1	-1	0.375000
1351297	block_268	1	1	0.375000
1351406	block_268	1	1	0.375000
1352269	unassigned	0	0	0.000000
1353183	unassigned	0	0	0.000000
1354543	block_269	1	1	0.268690
1355132	unassigned	0	0	0.000000
1355144	block_270	-1	-1	0.375000
1355221	unassigned	0	0	0.000000
1356314	unassigned	0	0	0.000000
1357323	unassigned	0	0	0.000000
1358063	block_271	-1	-1	0.375000
1359305	block_271	1	1	0.500000
1359314	block_271	1	1	0.500000
1359352	block_271	1	1	0.500000
1359359	unassigned	0	0	0.500000
1359371	unassigned	0	0	0.500000
1359746	block_272	1	1	1.000000
1360321	block_272	1	1	0.375000
1360553	block_272	-1	-1	0.153081
1361382	block_272	1	1	0.293092
1361543	block_272	-1	-1	0.153081
1361837	block_272	-1	-1	0.153081
1363014	unassigned	0	0	0.000000
1363163	block_273	-1	-1	0.296105
1364131	block_273	-1	-1	0.375000
1364659	unassigned	0	0	0.000000
1364724	block_274	-1	-1	0.375000
1367252	unassigned	0	0	0.000000
1367898	block_275	1	1	0.375000
1369722	unassigned	0	0	0.000000
1369864	block_276	1	1	0.375000
1370028	block_276	1	1	0.375000
1375057	unassigned	0	0	0.000000
1376802	block_277	-1	-1	0.375000
1377208	block_277	1	1	0.329835
1382883	block_277	1	1	0.375000
1383080	block_277	1	1	0.329835
1383684	unassigned	0	0	0.000000
1383703	unassigned	0	0	0.000000
1383877	unassigned	0	0	0.000000
1383954	block_278	1	1	0.375000
1385320	unassigned	0	0	0.000000
1386891	block_279	1	1	0.288392
1387483	block_279	1	1	0.288392
1388747	unassigned	0	0	0.000000
1390346	unassigned	0	0	0.000000
1391148	unassigned	0	0	0.000000
1391742	block_280	-1	-1	0.375000
1394778	unassigned	0	0	0.000000
1394933	block_281	1	1	0.375000
1395800	unassigned	0	0	0.000000
1395967	unassigned	0	0	0.000000
1398442	unassigned	0	0	0.000000
1398809	block_282	1	1	0.197843
1400920	block_282	1	1	0.500000
1401096	block_282	1	1	0.500000
1401214	block_282	1	1	0.500000
1401234	block_282	1	1	0.500000
1401295	unassigned	0	0	0.500000
1401856	unassigned	0	0	0.500000
1402181	block_283	1	1	0.500000
1402321	block_283	1	1	0.500000
1402529	block_283	1	1	0.500000
1402632	block_283	1	1	0.554054
1402681	block_283	1	1	0.554054
1402862	block_283	1	1	0.500000
1403085	block_283	-1	-1	0.500000
1403165	block_283	1	1	0.490000
1403177	block_283	1	1	0.500000
1403321	block_283	1	1	0.500000
1403571	block_283	1	1	0.500000
1403654	block_283	-1	-1	0.500000
1403783	block_283	-1	-1	0.500000
1404014	unassigned	0	0	0.500000
1404023	block_284	-1	-1	0.500000
1404125	block_284	-1	-1	0.500000
1404144	block_284	-1	-1	0.500000
1404300	block_284	-1	-1	0.500000
1404423	block_284	-1	-1	0.500000
1404443	block_284	-1	-1	0.500000
1404681	block_284	-1	-1	0.500000
1404773	block_284	-1	-1	0.500000
1405219	block_284	-1	-1	1.000000
1405421	block_284	1	1	0.490000
1405598	block_284	-1	-1	0.500000
1405651	block_284	-1	-1	0.500000
1405751	block_284	1	1	0.500000
1406296	block_284	1	1	0.500000
1406395	block_284	1	1	0.500000
1406448	block_284	1	1	0.500000
1406696	block_284	1	1	0.490000
1406722	block_284	1	1	0.490000
1406977	block_284	-1	-1	0.500000
1407127	block_284	-1	-1	0.500000
1407274	block_284	1	1	0.500000
1407306	block_284	1	1	0.500000
1407424	block_284	1	1	0.500000
1407452	block_284	-1	-1	0.500000
1407526	block_284	1	1	0.500000
1407668	block_284	1	1	0.500000
1407781	block_284	1	1	0.500000
1407932	block_284	1	1	0.500000
1408453	block_284	-1	-1	0.500000
1408581	unassigned	0	0	0.000000
1408693	unassigned	0	0	0.500000
1408739	unassigned	0	0	0.500000
1408744	unassigned	0	0	0.500000
1408770	unassigned	0	0	0.500000
1408771	unassigned	0	0	0.500000
1409051	unassigned	0	0	0.500000
1409096	unassigned	0	0	0.500000
1409097	unassigned	0	0	0.000000
1409104	unassigned	0	0	0.000000
1409129	unassigned	0	0	0.500000
1409166	unassigned	0	0	0.500000
1409237	unassigned	0	0	0.500000
1409252	unassigned	0	0	0.500000
1409308	unassigned	0	0	0.500000
1409603	unassigned	0	0	0.500000
1409705	unassigned	0	0	0.500000
1410039	block_285	-1	-1	0.500000
1410690	block_285	1	1	0.500000
1410698	block_285	-1	-1	0.500000
1410747	block_285	1	1	0.500000
1410985	block_285	1	1	0.500000
1411238	unassigned	0	0	0.000000
1411294	block_286	1	1	0.500000
1411314	block_286	1	1	0.500000
1411443	block_286	1	1	0.500000
1411729	block_286	1	1	1.000000
1411959	block_286	-1	-1	1.000000
1412311	block_286	-1	-1	1.000000
1412416	block_286	-1	-1	1.000000
1413027	block_286	-1	-1	0.375000
1413091	block_286	1	1	0.375000
1413217	block_286	1	1	0.500000
1413576	block_286	1	1	0.500000
1413618	block_286	1	1	0.500000
1413656	block_286	-1	-1	0.500000
1413688	block_286	-1	-1	0.375000
1414169	block_286	-1	-1	0.375000
1414273	block_286	-1	-1	1.000000
1414463	block_286	1	1	0.375000
1415463	block_286	-1	-1	0.375000
1416478	block_286	-1	-1	0.375000
1418098	block_286	-1	-1	0.375000
1418177	block_286	-1	-1	0.375000
1418607	block_286	-1	-1	0.375000
1419017	block_286	-1	-1	0.375000
1419033	block_286	-1	-1	0.375000
1419508	block_286	1	1	0.375000
1419855	block_286	1	1	0.375000
1421569	block_286	1	1	0.375000
1421651	block_286	1	1	0.375000
1423042	block_286	1	1	0.321176
1423712	block_286	1	1	0.321176
1423727	block_286	1	1	0.321176
1425112	block_286	-1	-1	0.375000
1425568	block_286	1	1	0.375000
1426760	block_286	1	1	0.375000
1427285	block_286	1	1	0.375000
1427846	block_286	1	1	0.290241
1428791	block_286	-1	-1	0.375000
1429836	block_286	-1	-1	0.375000
1430099	block_286	-1	-1	0.375000
1430951	block_286	-1	-1	0.375000
1435670	block_286	-1	-1	0.375000
1447807	block_286	-1	-1	0.225279
1447809	block_286	-1	-1	0.225279
1449905	block_286	1	1	0.375000
1458975	block_286	-1	-1	0.375000
1474523	block_286	1	1	0.375000
1483155	block_286	-1	-1	0.375000
1491762	unassigned	0	0	0.500000
1491778	block_287	1	1	0.500000
1492133	block_287	-1	-1	0.500000
1492172	unassigned	0	0	0.500000
1492751	unassigned	0	0	0.000000
1493486	block_288	1	1	0.375000
1494784	unassigned	0	0	0.000000
1494973	block_289	1	1	0.500000
1495221	block_289	1	1	0.500000
1495277	unassigned	0	0	0.500000
1495699	block_290	1	1	1.000000
1495944	unassigned	0	0	0.000000
1496066	unassigned	0	0	0.000000
1496263	unassigned	0	0	0.000000
1496330	block_291	1	1	0.375000
1496766	block_291	-1	-1	0.375000
1497306	unassigned	0	0	0.000000
1497588	unassigned	0	0	0.000000
1497757	unassigned	0	0	0.000000
1498029	block_292	-1	-1	0.375000
1499625	block_292	-1	-1	0.375000
1499899	block_292	-1	-1	1.000000
1500023	block_292	1	1	1.000000
1500582	block_292	-1	-1	0.500000
1500673	block_292	-1	-1	0.500000
1500725	block_292	-1	-1	0.500000
1500953	block_292	1	1	0.500000
1501519	block_292	-1	-1	1.000000
1501661	block_292	1	1	1.000000
1502521	block_292	-1	-1	0.375000
1502994	block_292	-1	-1	0.500000
1503216	block_292	-1	-1	0.500000
1503280	block_292	1	1	0.500000
1503736	block_292	-1	-1	0.500000
1503945	block_292	1	1	0.490000
1504001	block_292	1	1	0.490000
1504178	unassigned	0	0	0.000000
1504610	block_293	-1	-1	0.500000
1504770	block_293	1	1	0.490000
1504798	unassigned	0	0	0.000000
1504808	block_294	-1	-1	0.500000
1504810	block_294	-1	-1	0.500000
1505991	block_294	-1	-1	0.375000
1506076	unassigned	0	0	0.000000
1506924	block_295	1	1	0.500000
1507112	block_295	-1	-1	0.500000
1507204	block_295	1	1	0.500000
1507535	block_295	1	1	0.375000
1509382	block_295	-1	-1	0.375000
1509506	block_295	1	1	0.159940
1511424	block_295	1	1	0.159940
1511944	block_295	1	1	0.159940
1512386	block_295	1	1	0.159940
1513306	unassigned	0	0	0.000000
1513818	block_296	-1	-1	0.375000
1513957	block_296	-1	-1	0.375000
1515019	block_296	-1	-1	0.375000
1515324	block_296	1	1	0.375000
1515827	block_296	1	1	0.375000
1516206	block_296	-1	-1	0.375000
1518034	block_296	-1	-1	0.375000
1519529	block_296	-1	-1	0.375000
1521004	unassigned	0	0	0.000000
1522868	block_297	-1	-1	0.375000
1524200	block_297	-1	-1	0.375000
1524206	block_297	-1	-1	0.375000
1525021	block_297	-1	-1	0.375000
1525025	block_297	-1	-1	0.375000
1530320	block_297	-1	-1	0.295179
1531627	block_297	-1	-1	0.375000
1535534	block_297	1	1	0.500000
1535724	block_297	1	1	0.500000
1535733	block_297	1	1	0.500000
1536260	block_297	-1	-1	0.500000
1536655	block_297	-1	-1	1.000000
1537333	block_297	-1	-1	0.500000
1537454	block_297	-1	-1	0.500000
1537509	block_297	1	1	0.500000
1537663	block_297	1	1	0.500000
1537738	block_297	1	1	0.500000
1537766	block_297	1	1	0.500000
1539219	block_297	1	1	0.375000
1539396	block_297	-1	-1	0.375000
1540823	unassigned	0	0	0.000000
1541639	block_298	1	1	0.182926
1541996	block_298	-1	-1	0.125578
1542468	block_298	1	1	0.125578
1544438	unassigned	0	0	0.000000
1545733	block_299	1	1	0.125578
1548487	block_299	-1	-1	0.375000
1548756	block_299	-1	-1	0.375000
1548853	block_299	-1	-1	0.375000
1549370	unassigned	0	0	0.000000
1549504	block_300	-1	-1	0.375000
1549617	block_300	-1	-1	0.375000
1552141	block_300	-1	-1	0.375000
1553862	block_300	-1	-1	0.375000
1555714	block_300	-1	-1	0.375000
1555750	block_300	-1	-1	0.375000
1557620	block_300	-1	-1	0.375000
1558224	block_300	-1	-1	0.500000
1558774	unassigned	0	0	0.500000
1558798	unassigned	0	0	0.500000
1559135	unassigned	0	0	0.000000
1559591	unassigned	0	0	0.000000
1559910	block_301	-1	-1	0.375000
1561106	block_301	1	1	0.159940
1562308	unassigned	0	0	0.500000
1562333	block_302	-1	-1	0.500000
1562341	block_302	-1	-1	0.500000
1562420	block_302	-1	-1	0.500000
1563249	block_302	1	1	0.490000
1563516	block_302	-1	-1	0.375000
1563883	block_302	-1	-1	0.375000
1564037	block_302	-1	-1	1.000000
1564822	block_302	-1	-1	1.000000
1564883	block_302	-1	-1	1.000000
1565561	block_302	1	1	1.000000
1566096	block_302	1	1	0.375000
1566159	block_302	-1	-1	0.375000
1567095	unassigned	0	0	0.000000
1569688	unassigned	0	0	0.000000
1570839	block_303	-1	-1	0.375000
1571702	block_303	-1	-1	0.375000
1571811	block_303	-1	-1	1.000000
1572410	block_303	-1	-1	0.500000
1572412	block_303	-1	-1	0.500000
1572448	block_303	-1	-1	0.500000
1572504	block_303	-1	-1	0.500000
1572566	block_303	-1	-1	0.984671
1572640	block_303	-1	-1	0.528425
1572725	block_303	-1	-1	0.500000
1572770	block_303	-1	-1	0.500000
1572806	block_303	-1	-1	0.500000
1572827	unassigned	0	0	0.000000
1613407	unassigned	0	0	0.000000
1614722	block_304	-1	-1	0.375000
1616404	block_304	-1	-1	0.500000
1616529	block_304	-1	-1	0.500000
1616582	block_304	-1	-1	0.500000
1619878	block_304	-1	-1	0.375000
1620279	block_304	-1	-1	0.375000
1621503	block_304	1	1	0.490000
1622022	block_304	-1	-1	0.500000
1622023	block_304	-1	-1	0.500000
1622058	block_304	1	1	0.500000
1622497	block_304	-1	-1	0.500000
1622910	block_304	-1	-1	1.000000
1623338	block_304	-1	-1	0.375000
1624233	unassigned	0	0	0.000000
1625164	block_305	-1	-1	0.375000
1626167	block_305	-1	-1	0.500000
1626186	block_305	-1	-1	0.500000
1626218	block_305	-1	-1	0.500000
1626742	block_305	-1	-1	1.000000
1626808	block_305	-1	-1	1.000000
1627462	block_305	-1	-1	1.000000
1627564	block_305	-1	-1	0.375000
1628610	block_305	-1	-1	0.500000
1628616	block_305	-1	-1	0.500000
1628709	block_305	-1	-1	0.500000
1628849	block_305	-1	-1	0.500000
1629416	block_305	-1	-1	0.375000
1635313	block_305	-1	-1	0.375000
1668199	unassigned	0	0	0.000000
1674476	block_306	-1	-1	0.375000
1681172	block_306	-1	-1	0.375000
1689809	block_306	-1	-1	0.375000
1693844	block_306	-1	-1	0.375000
1705488	block_306	-1	-1	0.375000
1705783	block_306	1	1	0.375000
1705801	unassigned	0	0	0.000000
1706047	block_307	1	1	0.375000
1706503	block_307	1	1	0.500000
1706777	block_307	1	1	0.500000
1706782	block_307	1	1	0.500000
1706822	block_307	1	1	0.500000
1706909	block_307	1	1	0.500000
1706921	block_307	1	1	0.500000
1707134	block_307	1	1	0.500000
1707356	unassigned	0	0	0.000000
1707810	block_308	1	1	1.000000
1708167	block_308	1	1	0.500000
1708198	block_308	1	1	0.500000
1708312	block_308	1	1	0.500000
1708372	block_308	1	1	0.500000
1708473	block_308	1	1	0.500000
1708507	block_308	1	1	0.500000
1708514	block_308	1	1	0.500000
1708624	block_308	1	1	0.500000
1708815	block_308	1	1	0.500000
1708911	block_308	1	1	0.500000
1708987	block_308	1	1	0.375000
1708990	block_308	1	1	0.500000
1708993	block_308	1	1	0.500000
1708994	block_308	1	1	0.500000
1708995	block_308	1	1	0.500000
1709120	block_308	1	1	0.500000
1709121	unassigned	0	0	0.500000
1709212	unassigned	0	0	0.500000
1709856	block_309	-1	-1	0.500000
1709860	block_309	-1	-1	0.500000
1709903	block_309	-1	-1	0.375000
1710013	block_309	-1	-1	1.000000
1710543	block_309	1	1	0.490000
1710640	block_309	-1	-1	0.500000
1710647	block_309	-1	-1	0.500000
1710739	block_309	1	1	0.500000
1711123	block_309	-1	-1	0.500000
1711639	block_309	-1	-1	0.375000
1713067	block_309	-1	-1	0.375000
1713537	block_309	-1	-1	0.375000
1714023	block_309	-1	-1	0.375000
1714509	block_309	-1	-1	0.375000
1714697	block_309	-1	-1	0.375000
1715299	block_309	-1	-1	0.375000
1715939	block_309	-1	-1	0.375000
1716126	block_309	-1	-1	0.375000
1716433	block_309	-1	-1	1.000000
1717183	block_309	-1	-1	0.500000
1717222	block_309	-1	-1	0.500000
1717704	block_309	-1	-1	0.500000
1718864	block_309	-1	-1	0.131266
1719078	block_309	1	1	0.375000
1719125	block_309	-1	-1	0.131266
1719789	unassigned	0	0	0.000000
1719933	unassigned	0	0	0.000000
1720925	unassigned	0	0	0.000000
1720982	unassigned	0	0	0.500000
1721012	block_310	-1	-1	0.500000
1721022	block_310	-1	-1	0.500000
1722146	block_310	-1	-1	1.000000
1722460	block_310	-1	-1	0.500000
1722488	block_310	-1	-1	0.500000
1722541	block_310	-1	-1	0.500000
1723192	block_310	-1	-1	0.375000
1723273	block_310	-1	-1	0.375000
1724191	block_310	-1	-1	0.244915
1724791	block_310	-1	-1	0.500000
1724828	block_310	-1	-1	0.500000
1725007	block_310	-1	-1	0.500000
1726736	unassigned	0	0	0.000000
1727264	block_311	1	1	0.375000
1727395	block_311	1	1	0.375000
1727772	block_311	1	1	0.375000
1727945	block_311	1	1	0.375000
1728452	block_311	1	1	0.375000
1729028	block_311	-1	-1	0.209615
1730513	block_311	1	1	0.191141
1731537	unassigned	0	0	0.000000
1732092	block_312	-1	-1	0.375000
1732240	block_312	-1	-1	0.375000
1732654	block_312	-1	-1	0.375000
1732837	block_312	1	1	1.000000
1733311	block_312	1	1	1.000000
1733449	block_312	1	1	1.000000
1733716	block_312	1	1	1.000000
1733841	block_312	-1	-1	1.000000
1735243	unassigned	0	0	0.000000
1735934	block_313	1	1	0.375000
1736660	unassigned	0	0	0.000000
1737604	unassigned	0	0	0.000000
1738356	block_314	1	1	0.375000
1738911	unassigned	0	0	0.000000
1741341	unassigned	0	0	0.000000
1741670	unassigned	0	0	0.000000
1742052	unassigned	0	0	0.000000
1742456	block_315	-1	-1	1.000000
1742466	block_315	-1	-1	0.500000
1742480	block_315	-1	-1	0.500000
1742597	block_315	-1	-1	0.500000
1742636	unassigned	0	0	0.500000
1742665	block_316	-1	-1	1.000000
1743121	block_316	-1	-1	1.000000
1743124	block_316	-1	-1	1.000000
1743247	block_316	-1	-1	1.000000
1743337	block_316	-1	-1	1.000000
1743477	block_316	-1	-1	0.720000
1743545	block_316	-1	-1	0.720000
1743689	block_316	-1	-1	0.818182
1743714	block_316	-1	-1	1.000000
1743731	block_316	-1	-1	1.000000
1743932	block_316	-1	-1	0.754386
1744097	block_316	-1	-1	1.000000
1744819	block_316	-1	-1	0.500000
1744876	block_316	-1	-1	0.500000
1744902	block_316	-1	-1	0.500000
1745014	block_316	-1	-1	1.000000
1745015	block_316	-1	-1	0.970706
1745017	block_316	-1	-1	0.500000
1745020	block_316	-1	-1	0.500000
1745021	unassigned	0	0	0.000000
1745046	unassigned	0	0	0.000000
1745152	block_317	1	1	0.500000
1745161	block_317	1	1	0.500000
1745610	unassigned	0	0	0.500000
1746257	block_318	-1	-1	0.490000
1746317	block_318	-1	-1	0.500000
1746396	block_318	-1	-1	0.375000
1746460	block_318	-1	-1	0.500000
1746755	block_318	-1	-1	0.500000
1746785	block_318	-1	-1	0.500000
1746861	block_318	-1	-1	0.500000
1746898	block_318	-1	-1	0.500000
1746997	block_318	-1	-1	0.500000
1747281	block_318	1	1	0.500000
1747318	block_318	1	1	0.500000
1747511	block_318	1	1	0.500000
1747529	block_318	1	1	0.500000
1747566	block_318	1	1	0.500000
1747652	block_318	1	1	0.375000
1747743	block_318	1	1	0.500000
1747836	block_318	1	1	0.500000
1748072	block_318	1	1	0.500000
1748318	block_318	1	1	0.500000
1748505	block_318	1	1	0.500000
1748894	block_318	1	1	0.500000
1748895	block_318	-1	-1	0.500000
1748914	block_318	-1	-1	0.500000
1748947	block_318	-1	-1	0.500000
1749314	unassigned	0	0	0.500000
1749333	block_319	1	1	0.500000
1749555	block_319	-1	-1	0.500000
1749580	unassigned	0	0	0.500000
1749971	unassigned	0	0	0.500000
1750142	unassigned	0	0	0.000000
1750684	block_320	-1	-1	0.375000
1750979	block_320	1	1	0.305763
1753711	block_320	-1	-1	0.375000
1753721	block_320	-1	-1	0.375000
1756428	unassigned	0	0	0.000000
1756719	block_321	-1	-1	0.375000
1758472	block_321	-1	-1	0.375000
1759797	block_321	-1	-1	0.375000
1760405	block_321	-1	-1	0.375000
1763453	block_321	-1	-1	0.375000
1763656	unassigned	0	0	0.000000
1763688	unassigned	0	0	0.000000
1764706	unassigned	0	0	0.000000
1765966	unassigned	0	0	0.000000
1765974	block_322	-1	-1	1.000000
1765978	block_322	-1	-1	1.000000
1766087	unassigned	0	0	0.000000
1766114	unassigned	0	0	0.000000
1766168	unassigned	0	0	0.000000
1766187	block_323	-1	-1	0.818182
1766191	block_323	-1	-1	0.818182
1766921	block_323	-1	-1	0.375000
1767480	block_323	-1	-1	0.375000
1773236	block_323	1	1	0.375000
1777454	block_323	1	1	0.375000
1781391	block_323	-1	-1	0.375000
1791598	unassigned	0	0	0.000000
1804334	unassigned	0	0	0.000000
1804946	block_324	-1	-1	0.375000
1804951	block_324	-1	-1	0.375000
1806080	block_324	-1	-1	0.375000
1806806	block_324	1	1	0.375000
1807992	block_324	-1	-1	0.500000
1808295	block_324	-1	-1	0.500000
1808369	block_324	-1	-1	0.500000
1808763	block_324	-1	-1	0.490000
1809152	block_324	1	1	0.500000
1809181	block_324	1	1	0.500000
1809788	block_324	1	1	1.000000
1810914	block_324	-1	-1	0.375000
1811114	block_324	-1	-1	0.375000
1811274	block_324	-1	-1	0.375000
1811443	block_324	1	1	0.375000
1811788	block_324	-1	-1	0.375000
1812728	unassigned	0	0	0.000000
1812758	unassigned	0	0	0.000000
1812760	unassigned	0	0	0.000000
1813696	block_325	-1	-1	0.375000
1815815	block_325	-1	-1	0.375000
1825114	block_325	-1	-1	0.375000
1826775	block_325	-1	-1	0.375000
1826891	unassigned	0	0	0.000000
1830449	unassigned	0	0	0.000000
1832727	block_326	-1	-1	0.375000
1837967	block_326	-1	-1	0.375000
1838634	block_326	-1	-1	0.500000
1838649	block_326	-1	-1	0.500000
1839178	block_326	-1	-1	0.500000
1839694	unassigned	0	0	0.000000
1839721	unassigned	0	0	0.000000
1841271	block_327	1	1	0.375000
1841678	block_327	1	1	0.375000
1842680	block_327	1	1	0.375000
1843588	block_327	-1	-1	0.375000
1843948	block_327	-1	-1	0.375000
1844316	unassigned	0	0	0.000000
1844680	block_328	-1	-1	0.375000
1845298	block_328	1	1	0.375000
1845449	block_328	1	1	0.375000
1846369	block_328	1	1	0.375000
1847009	block_328	1	1	0.375000
1847163	block_328	-1	-1	0.375000
1849565	block_328	-1	-1	0.500000
1849639	unassigned	0	0	0.500000
1849641	block_329	-1	-1	0.500000
1849802	unassigned	0	0	0.000000
1849885	block_330	-1	-1	0.500000
1849943	block_330	-1	-1	0.500000
1850054	block_330	-1	-1	0.375000
1850385	unassigned	0	0	0.000000
1850858	unassigned	0	0	0.000000
1852139	block_331	-1	-1	0.500000
1852209	block_331	1	1	0.500000
1852343	block_331	1	1	0.500000
1852635	block_331	-1	-1	0.500000
1852646	block_331	-1	-1	0.375000
1852852	block_331	-1	-1	0.375000
1853413	block_331	-1	-1	1.000000
1853548	block_331	-1	-1	1.000000
1853899	block_331	-1	-1	0.500000
1854261	block_331	-1	-1	0.500000
1854346	block_331	-1	-1	0.500000
1854355	block_331	-1	-1	0.500000
1855111	block_331	-1	-1	0.500000
1855140	block_331	-1	-1	0.500000
1855715	block_331	-1	-1	0.500000
1855886	block_331	-1	-1	0.500000
1856863	block_331	-1	-1	0.263211
1857250	block_331	-1	-1	0.263211
1857576	block_331	-1	-1	0.375000
1858762	block_331	-1	-1	0.375000
1858796	block_331	-1	-1	0.375000
1859697	block_331	1	1	0.310767
1859888	block_331	-1	-1	0.375000
1861058	block_331	-1	-1	0.375000
1861687	block_331	-1	-1	0.375000
1864538	block_331	1	1	0.375000
1865368	block_331	1	1	0.375000
1866323	unassigned	0	0	0.000000
1866894	block_332	1	1	0.375000
1867557	unassigned	0	0	0.000000
1868183	unassigned	0	0	0.000000
1868229	unassigned	0	0	0.000000
1869986	block_333	-1	-1	0.375000
1870344	block_333	-1	-1	0.375000
1871471	block_333	1	1	0.375000
1871503	block_333	1	1	0.375000
1871980	block_333	1	1	0.375000
1872449	block_333	1	1	0.375000
1874032	block_333	1	1	0.375000
1874395	block_333	1	1	0.375000
1874923	unassigned	0	0	0.000000
1875209	block_334	1	1	0.375000
1875813	block_334	1	1	0.500000
1875908	block_334	1	1	0.500000
1876083	block_334	1	1	0.500000
1876085	block_334	1	1	0.500000
1876320	block_334	-1	-1	0.500000
1876326	block_334	-1	-1	0.500000
1876767	block_334	-1	-1	0.500000
1876815	unassigned	0	0	0.300000
1877050	unassigned	0	0	0.000000
1877053	block_335	-1	-1	0.598930
1877076	block_335	-1	-1	0.500000
1877090	block_335	-1	-1	0.500000
1877098	unassigned	0	0	0.000000
1877099	unassigned	0	0	0.000000
1877151	block_336	1	1	0.500000
1877189	block_336	-1	-1	0.545868
1877206	unassigned	0	0	0.000000
1877216	block_337	-1	-1	0.500000
