component_id	start_pos	end_pos	span_bp	n_sites	n_fragments	solver	objective	margin
phase6_comp_381	47786576	47787105	530	3	19	exact	0.000000	3.833335
phase6_comp_382	47788599	47789277	679	4	27	exact	0.000000	7.66667
phase6_comp_383	47792479	47792535	57	2	28	exact	0.000000	20.100009
phase6_comp_384	47793995	47794685	691	4	34	exact	0.000000	0.366667
phase6_comp_385	47795948	47796540	593	7	69	exact	4.912780	6.866670000000001
phase6_comp_386	47797841	47798154	314	2	10	exact	0.000000	7.66667
phase6_comp_387	47800814	47804183	3370	13	109	exact	0.000000	0.766667
phase6_comp_388	47805339	47806706	1368	7	65	exact	0.000000	3.433335
phase6_comp_389	47808528	47811039	2512	9	58	exact	0.000000	0.366667
phase6_comp_390	47813544	47813701	158	2	4	exact	0.000000	2.666668
phase6_comp_391	47817861	47818905	1045	5	21	exact	0.000000	3.033335
phase6_comp_392	47819788	47820248	461	2	3	exact	0.000000	2.300001
phase6_comp_393	47822148	47822512	365	2	5	exact	0.000000	3.833335
phase6_comp_394	47824774	47825628	855	5	50	exact	0.000000	5.333336
phase6_comp_395	47826201	47828646	2446	14	72	exact	0.000000	0.511111
phase6_comp_396	47829240	47830219	980	6	13	exact	0.000000	0.511111
phase6_comp_397	47832429	47833311	883	6	32	exact	0.000000	1.011111
phase6_comp_398	47833709	47834449	741	8	44	exact	0.000000	2.862222
phase6_comp_399	47835462	47837800	2339	12	65	exact	2.223333	0.3194440000000003
phase6_comp_400	47838572	47841611	3040	21	192	greedy_refine	1.766667	
phase6_comp_401	47843976	47845203	1228	4	11	exact	0.366667	1.166667
phase6_comp_402	47847399	47847567	169	2	6	exact	0.000000	4.421113
phase6_comp_403	47848527	47848631	105	2	21	exact	0.000000	15.700007
phase6_comp_404	47855934	47858156	2223	9	77	exact	0.000000	1.900001
phase6_comp_405	47859843	47860073	231	2	2	exact	0.000000	1.533334
phase6_comp_406	47860803	47861743	941	4	21	exact	0.000000	1.533334
phase6_comp_407	47863052	47863203	152	2	6	exact	0.000000	4.600002
phase6_comp_408	47865529	47865829	301	4	32	exact	0.000000	6.133336
phase6_comp_409	47867981	47868000	20	2	29	exact	0.000000	22.466676
phase6_comp_410	47872749	47873009	261	2	6	exact	0.000000	4.600002
phase6_comp_411	47874531	47874683	153	2	10	exact	0.000000	7.66667
phase6_comp_412	47878864	47880307	1444	5	29	exact	0.000000	0.766667
phase6_comp_413	47881855	47882972	1118	7	56	exact	0.000000	6.5000029999999995
phase6_comp_414	47884329	47884769	441	2	1	exact	0.000000	0.766667
phase6_comp_415	47888856	47890820	1965	11	87	exact	0.000000	0.766667
phase6_comp_416	47893709	47893796	88	2	17	exact	2.407223	3.77111
phase6_comp_417	47894876	48517632	622757	62	622	greedy_refine	82.610579	
phase6_comp_418	47904321	47905121	801	7	58	exact	0.000000	0.766667
phase6_comp_419	47908310	47911843	3534	16	151	exact	0.000000	0.766667
phase6_comp_420	47912788	47913580	793	3	7	exact	0.000000	2.811112
phase6_comp_421	48105813	48107082	1270	7	50	exact	0.000000	2.300001
phase6_comp_422	48120291	48121544	1254	5	20	exact	0.000000	0.766667
phase6_comp_423	48127414	48127452	39	2	19	exact	0.000000	13.917783
phase6_comp_424	48129795	48130679	885	4	19	exact	0.000000	0.766667
phase6_comp_425	48132032	48133250	1219	4	12	exact	0.000000	0.366667
phase6_comp_426	48140513	48141468	956	3	4	exact	0.000000	1.133334
phase6_comp_427	48146155	48146406	252	2	3	exact	0.000000	2.300001
phase6_comp_428	48147569	48147608	40	2	19	exact	0.000000	14.400006
phase6_comp_429	48148525	48149183	659	3	12	exact	0.000000	3.066668
phase6_comp_430	48151612	48153330	1719	9	74	exact	0.000000	1.900001
phase6_comp_431	48154371	48155037	667	6	53	exact	0.000000	2.666668
phase6_comp_432	48156002	48156085	84	2	11	exact	0.000000	7.633337
phase6_comp_433	48156756	48156898	143	2	12	exact	0.766667	7.2666699999999995
phase6_comp_434	48204459	48204943	485	4	36	exact	0.000000	2.666668
phase6_comp_435	48209387	48209875	489	2	2	exact	0.000000	0.733334
phase6_comp_436	48211372	48211683	312	2	2	exact	0.000000	1.133334
phase6_comp_437	48212554	48598106	385553	32	187	greedy_refine	0.000000	
phase6_comp_438	48215651	48217768	2118	15	148	exact	0.000000	4.600002
phase6_comp_439	48218676	48220161	1486	10	105	exact	0.000000	2.300001
phase6_comp_440	48220808	48221073	266	4	34	exact	0.000000	10.333338
phase6_comp_441	48221784	48221849	66	2	19	exact	0.000000	13.366673
phase6_comp_442	48222678	48223181	504	2	5	exact	0.000000	3.833335
phase6_comp_443	48225034	48227704	2671	10	52	exact	0.000000	0.766667
phase6_comp_444	48228480	48229971	1492	5	28	exact	0.000000	1.133334
phase6_comp_445	48234087	48235169	1083	6	54	exact	0.000000	0.766667
phase6_comp_446	48240304	48240493	190	2	5	exact	0.000000	3.833335
phase6_comp_447	48243863	48244297	435	3	20	exact	0.000000	6.133336
phase6_comp_448	48247338	48247492	155	2	10	exact	0.000000	7.2666699999999995
phase6_comp_449	48249541	48250303	763	6	68	exact	0.000000	6.100003
phase6_comp_450	48251162	48251954	793	4	29	exact	0.000000	3.066668
phase6_comp_451	48253883	48255096	1214	6	44	exact	0.000000	4.600002
phase6_comp_452	48257162	48258427	1266	6	69	exact	0.000000	0.766667
phase6_comp_453	48258912	48260516	1605	5	24	exact	0.000000	0.766667
phase6_comp_454	48261961	48262591	631	3	12	exact	0.000000	1.533334
phase6_comp_455	48265676	48266094	419	2	2	exact	0.000000	1.533334
phase6_comp_456	48272703	48272888	186	2	5	exact	0.000000	3.833335
phase6_comp_457	48273799	48274898	1100	4	34	exact	0.000000	0.766667
phase6_comp_458	48276480	48277305	826	3	6	exact	0.000000	1.533334
phase6_comp_459	48281673	48282376	704	3	4	exact	0.000000	1.533334
phase6_comp_460	48286512	48287070	559	2	2	exact	0.000000	1.533334
phase6_comp_461	48297717	48298405	689	2	2	exact	0.000000	1.533334
phase6_comp_462	48307897	48308778	882	3	6	exact	0.000000	1.533334
phase6_comp_463	48318538	48319083	546	3	5	exact	0.000000	1.900001
phase6_comp_464	48379098	48379538	441	2	2	exact	0.000000	1.533334
phase6_comp_465	48381421	48381479	59	2	26	exact	0.000000	19.533342
phase6_comp_466	48381993	48382642	650	3	19	exact	0.000000	1.133334
phase6_comp_467	48384183	48385036	854	4	46	exact	0.000000	2.300001
phase6_comp_468	48386194	48386414	221	2	8	exact	0.000000	6.133336
phase6_comp_469	48388484	48389695	1212	8	58	exact	0.000000	2.300001
phase6_comp_470	48390547	48390601	55	2	25	exact	0.766667	15.633341
phase6_comp_471	48391172	48391379	208	3	21	exact	0.000000	4.200002
phase6_comp_472	48392773	48393096	324	3	18	exact	0.000000	8.433337
phase6_comp_473	48394272	48394861	590	3	14	exact	0.000000	3.066668
phase6_comp_474	48407554	48407759	206	3	30	exact	0.000000	6.86667
phase6_comp_475	48408567	48410331	1765	8	55	exact	0.000000	0.766667
phase6_comp_476	48411218	48416093	4876	40	365	greedy_refine	0.000000	
phase6_comp_477	48425108	48425349	242	3	21	exact	0.000000	6.133336
phase6_comp_478	48427375	48427866	492	2	1	exact	0.000000	0.766667
phase6_comp_479	48441855	48442479	625	3	21	exact	0.000000	2.300001
phase6_comp_480	48446956	48448469	1514	6	34	exact	0.000000	1.533334
phase6_comp_481	48449833	48450711	879	7	19	exact	0.000000	0.766667
phase6_comp_482	48452068	48452870	803	2	1	exact	0.000000	0.766667
phase6_comp_483	48457302	48457407	106	2	7	exact	0.000000	5.366669
phase6_comp_484	48459908	48461964	2057	16	138	exact	0.000000	0.766667
phase6_comp_485	48464235	48464766	532	6	57	exact	0.000000	7.66667
phase6_comp_486	48466300	48466676	377	2	1	exact	0.000000	0.766667
phase6_comp_487	48468674	48468889	216	3	18	exact	0.000000	6.86667
phase6_comp_488	48470946	48472843	1898	8	45	exact	0.000000	1.900001
phase6_comp_489	48473753	48475940	2188	7	28	exact	0.000000	0.766667
phase6_comp_490	48476648	48477966	1319	7	38	exact	0.000000	1.133334
phase6_comp_491	48479431	48480096	666	3	14	exact	0.000000	2.300001
phase6_comp_492	48488930	48490518	1589	9	78	exact	0.000000	0.766667
phase6_comp_493	48491797	48495383	3587	14	68	exact	0.000000	0.287222
phase6_comp_494	48496136	48497430	1295	4	11	exact	0.000000	0.275
phase6_comp_495	48498295	48501863	3569	15	95	exact	0.000000	0.366667
phase6_comp_496	48502793	48505220	2428	53	153	greedy_refine	2.696111	
phase6_comp_497	48505834	48506434	601	17	56	exact	2.064445	3.5522229999999997
phase6_comp_498	48508601	48509588	988	10	40	exact	3.665000	0.3433339999999996
phase6_comp_499	48511587	48512274	688	14	42	exact	0.670000	2.069999
phase6_comp_500	48518430	48522041	3612	13	85	exact	0.000000	0.766667
phase6_comp_501	48522907	48523101	195	2	6	exact	0.000000	4.600002
phase6_comp_502	48523992	48524983	992	5	43	exact	0.000000	2.734446
phase6_comp_503	48525749	48526510	762	3	18	exact	0.000000	1.533334
phase6_comp_504	48527499	48528980	1482	6	44	exact	0.000000	0.766667
phase6_comp_505	48532467	48532711	245	2	5	exact	0.000000	3.833335
phase6_comp_506	48540311	48540463	153	2	8	exact	0.000000	6.133336
phase6_comp_507	48541086	48544199	3114	10	61	exact	0.000000	1.133334
phase6_comp_508	48545372	48545699	328	2	5	exact	0.000000	3.833335
phase6_comp_509	48548239	48549122	884	3	7	exact	0.000000	0.766667
phase6_comp_510	48549993	48550339	347	2	6	exact	0.000000	4.600002
phase6_comp_511	48551173	48552490	1318	7	55	exact	0.766667	1.900001
phase6_comp_512	48553724	48554800	1077	3	6	exact	0.000000	0.766667
phase6_comp_513	48555872	48556538	667	2	1	exact	0.000000	0.766667
phase6_comp_514	48564152	48564227	76	2	24	exact	0.000000	18.000008
phase6_comp_515	48567362	48567441	80	2	16	exact	0.000000	11.466671999999999
phase6_comp_516	48569494	48570769	1276	4	29	exact	0.000000	0.766667
phase6_comp_517	48572180	48573919	1740	5	20	exact	0.000000	0.766667
phase6_comp_518	48574601	48582115	7515	39	370	greedy_refine	6.133336	
phase6_comp_519	48583652	48584971	1320	6	33	exact	0.000000	1.5000010000000001
phase6_comp_520	48602530	48603685	1156	3	3	exact	0.000000	0.766667
phase6_comp_521	48626201	48626433	233	2	7	exact	0.000000	4.966669
phase6_comp_522	48634828	48635314	487	3	15	exact	0.000000	4.600002
phase6_comp_523	48644107	48644688	582	3	11	exact	0.000000	3.433335
phase6_comp_524	48661438	48661468	31	5	14	exact	0.511111	6.755558000000001
phase6_comp_525	48671827	48672327	501	2	2	exact	0.000000	1.133334
phase6_comp_526	48673117	48673406	290	4	39	exact	0.000000	9.200004
phase6_comp_527	48674983	48675792	810	6	58	exact	0.000000	6.133336
phase6_comp_528	48676618	48677310	693	4	29	exact	0.000000	2.300001
phase6_comp_529	48680097	48682144	2048	5	15	exact	0.000000	0.766667
phase6_comp_530	48683710	48683974	265	2	5	exact	0.000000	3.833335
phase6_comp_531	48686938	48688341	1404	7	60	exact	0.000000	1.900001
phase6_comp_532	48692260	48693178	919	2	1	exact	0.000000	0.766667
phase6_comp_533	48698824	48699099	276	4	51	exact	0.000000	8.433337
phase6_comp_534	48702307	48704911	2605	11	93	exact	0.000000	3.800002
phase6_comp_535	48705858	48707908	2051	8	45	exact	0.000000	1.533334
phase6_comp_536	48709292	48710179	888	4	20	exact	0.000000	4.566669
phase6_comp_537	48710904	48711820	917	2	1	exact	0.000000	0.766667
phase6_comp_538	48713039	48713349	311	2	5	exact	0.000000	3.833335
phase6_comp_539	48716097	48716606	510	2	4	exact	0.000000	3.066668
phase6_comp_540	48717897	48718150	254	2	9	exact	0.000000	6.100003
phase6_comp_541	48719029	48719802	774	3	5	exact	0.000000	0.766667
phase6_comp_542	48720498	48722230	1733	7	58	exact	0.000000	0.366667
phase6_comp_543	48723090	48723580	491	5	45	exact	0.000000	9.200004
phase6_comp_544	48759442	48759564	123	2	10	exact	0.000000	7.2666699999999995
phase6_comp_545	48792242	48792298	57	2	24	exact	0.000000	17.200008
phase6_comp_546	48798958	48799391	434	3	33	exact	0.000000	5.366669
phase6_comp_547	48800128	48801180	1053	3	4	exact	0.000000	1.533334
phase6_comp_548	48803095	48807489	4395	18	142	exact	0.000000	1.133334
phase6_comp_549	48809262	48809589	328	2	3	exact	0.000000	1.5000010000000001
phase6_comp_550	48810895	48811628	734	5	34	exact	1.900001	1.533334
phase6_comp_551	48814125	48814392	268	2	7	exact	0.000000	5.366669
phase6_comp_552	48816262	48816978	717	3	5	exact	0.000000	0.766667
phase6_comp_553	48818502	48818580	79	3	33	exact	0.000000	16.566673
phase6_comp_554	48820109	48820683	575	3	31	exact	0.000000	0.766667
phase6_comp_555	48823343	48823683	341	2	5	exact	0.000000	3.833335
phase6_comp_556	48825346	48825466	121	2	10	exact	0.000000	7.2666699999999995
phase6_comp_557	48830019	48830058	40	2	17	exact	0.000000	13.033339
phase6_comp_558	48831333	48832125	793	3	18	exact	0.000000	0.766667
phase6_comp_559	48832634	48833686	1053	3	7	exact	0.000000	0.766667
phase6_comp_560	48836040	48837634	1595	8	58	exact	0.000000	1.533334
phase6_comp_561	48841198	48841515	318	2	2	exact	0.000000	1.533334
phase6_comp_562	48843490	48844284	795	4	32	exact	0.000000	1.533334
phase6_comp_563	48846161	48846796	636	2	1	exact	0.000000	0.766667
phase6_comp_564	48847766	48848911	1146	4	19	exact	0.000000	1.133334
phase6_comp_565	48850615	48850970	356	3	18	exact	0.000000	5.7333359999999995
phase6_comp_566	48852277	48852701	425	2	1	exact	0.000000	0.366667
phase6_comp_567	48854320	48855565	1246	6	41	exact	0.000000	2.300001
phase6_comp_568	48856358	48856501	144	2	3	exact	0.000000	2.300001
phase6_comp_569	48857456	48858014	559	2	3	exact	0.000000	1.900001
phase6_comp_570	48861003	48861604	602	5	44	exact	0.000000	9.966671
phase6_comp_571	48862650	48863239	590	3	15	exact	0.000000	3.433335
phase6_comp_572	48863804	48865401	1598	11	100	exact	0.000000	3.433335
phase6_comp_573	48871774	48872270	497	2	2	exact	0.000000	1.022222
phase6_comp_574	48874750	48875037	288	3	19	exact	0.000000	6.133336
phase6_comp_575	48877357	48877724	368	2	3	exact	0.000000	2.300001
phase6_comp_576	48878738	48879257	520	2	1	exact	0.000000	0.766667
phase6_comp_577	48887110	48888160	1051	5	42	exact	0.000000	2.300001
phase6_comp_578	48890079	48891056	978	5	46	exact	0.000000	0.766667
phase6_comp_579	48892516	48892889	374	2	1	exact	0.000000	0.766667
phase6_comp_580	48893806	48895260	1455	7	70	exact	0.000000	2.666668
phase6_comp_581	48896300	48896847	548	3	16	exact	0.000000	0.366667
phase6_comp_582	48898026	48898500	475	5	64	exact	1.533334	5.366669
phase6_comp_583	48901000	48901916	917	10	71	exact	7.633337	4.127223
phase6_comp_584	48903865	48905546	1682	2	1	exact	0.000000	0.766667
phase6_comp_585	48906417	48907458	1042	7	70	exact	0.000000	10.300005
phase6_comp_586	48908920	48910269	1350	8	78	exact	0.000000	2.300001
phase6_comp_587	48911114	48911906	793	5	38	exact	0.000000	6.133336
phase6_comp_588	48912414	48913613	1200	5	25	exact	0.000000	0.766667
phase6_comp_589	48914708	48915661	954	7	68	exact	0.000000	3.800002
phase6_comp_590	48916416	48918761	2346	9	61	exact	0.000000	0.366667
phase6_comp_591	48919732	48920019	288	2	7	exact	0.000000	4.966669
phase6_comp_592	48920887	48921342	456	2	3	exact	0.000000	2.300001
phase6_comp_593	48926838	48927067	230	2	6	exact	0.000000	4.200002
phase6_comp_594	48930280	48930471	192	2	8	exact	0.000000	6.133336
phase6_comp_595	48935667	48935709	43	2	18	exact	0.000000	11.128892
phase6_comp_596	48938976	48939406	431	4	31	exact	0.000000	1.133334
phase6_comp_597	48940765	48940766	2	2	29	exact	0.000000	20.133342
phase6_comp_598	48942727	48943663	937	3	27	exact	0.000000	0.766667
phase6_comp_599	48952121	48952575	455	2	1	exact	0.000000	0.766667
phase6_comp_600	48955014	48955330	317	2	3	exact	0.000000	1.900001
phase6_comp_601	48957061	48957515	455	3	19	exact	0.000000	1.133334
phase6_comp_602	48961602	48962119	518	4	32	exact	0.766667	3.833335
phase6_comp_603	48964162	48964359	198	3	34	exact	0.000000	15.300006999999999
phase6_comp_604	48965201	48965711	511	5	32	exact	0.000000	1.533334
phase6_comp_605	48966421	48966927	507	2	2	exact	0.000000	1.533334
phase6_comp_606	48967847	48968285	439	5	36	exact	0.000000	3.433335
phase6_comp_607	48968995	48969105	111	2	17	exact	0.000000	12.633339
phase6_comp_608	48970053	48970230	178	3	41	exact	0.000000	4.966669
phase6_comp_609	48972031	48972585	555	2	2	exact	0.000000	1.533334
phase6_comp_610	48981582	48981960	379	2	3	exact	0.000000	2.300001
phase6_comp_611	48982668	48983153	486	2	3	exact	0.000000	1.900001
phase6_comp_612	48985159	48985168	10	2	24	exact	0.000000	18.000008
phase6_comp_613	48988063	48989075	1013	3	8	exact	0.000000	0.366667
phase6_comp_614	48997960	48998128	169	2	10	exact	0.000000	7.2666699999999995
phase6_comp_615	49004684	49005017	334	3	7	exact	0.000000	2.666668
phase6_comp_616	49006154	49006883	730	3	19	exact	0.000000	0.766667
phase6_comp_617	49009007	49009879	873	3	3	exact	0.000000	0.766667
phase6_comp_618	49010633	49010681	49	2	23	exact	0.000000	17.700007
phase6_comp_619	49014862	49016217	1356	5	15	exact	0.000000	1.133334
phase6_comp_620	49020606	49020845	240	2	5	exact	0.000000	3.833335
phase6_comp_621	49022432	49023929	1498	5	25	exact	0.000000	0.766667
phase6_comp_622	49028890	49030531	1642	7	51	exact	0.000000	0.766667
phase6_comp_623	49031816	49032317	502	2	2	exact	0.000000	1.533334
phase6_comp_624	49040144	49040408	265	4	36	exact	0.000000	8.433337
phase6_comp_625	49041814	49042352	539	2	1	exact	0.000000	0.766667
phase6_comp_626	49044476	49045211	736	3	10	exact	0.000000	3.066668
phase6_comp_627	49046090	49046845	756	3	9	exact	0.000000	1.533334
phase6_comp_628	49047407	49047557	151	2	8	exact	0.000000	4.933336
phase6_comp_629	49049881	49050519	639	2	1	exact	0.000000	0.766667
phase6_comp_630	49058639	49058988	350	2	5	exact	0.000000	3.433335
phase6_comp_631	49073602	49074054	453	3	14	exact	0.000000	1.533334
phase6_comp_632	49075855	49076510	656	3	10	exact	0.000000	4.044446
phase6_comp_633	49078854	49078936	83	2	14	exact	0.000000	10.733338
phase6_comp_634	49080251	49080672	422	3	32	exact	0.000000	1.533334
phase6_comp_635	49083120	49083442	323	2	5	exact	0.000000	3.833335
phase6_comp_636	49084802	49085774	973	3	9	exact	0.000000	1.533334
phase6_comp_637	49087273	49087596	324	3	15	exact	0.000000	4.966669
phase6_comp_638	49091407	49091905	499	2	3	exact	0.000000	2.300001
phase6_comp_639	49095872	49096526	655	2	1	exact	0.000000	0.366667
phase6_comp_640	49097677	49097833	157	3	38	exact	0.000000	16.066674
phase6_comp_641	49100218	49100508	291	2	1	exact	0.000000	0.766667
phase6_comp_642	49101894	49102057	164	2	5	exact	0.000000	3.433335
phase6_comp_643	49103273	49105222	1950	7	27	exact	0.000000	0.766667
phase6_comp_644	49109070	49109592	523	2	4	exact	0.000000	2.666668
phase6_comp_645	49110542	49110804	263	2	8	exact	0.000000	5.333336
phase6_comp_646	49111569	49111570	2	2	23	exact	0.000000	15.866674
phase6_comp_647	49114621	49115230	610	5	62	exact	0.000000	5.366669
phase6_comp_648	49121421	49123277	1857	6	21	exact	0.000000	0.766667
phase6_comp_649	49128547	49128772	226	2	5	exact	0.000000	3.033335
phase6_comp_650	49131804	49131838	35	2	16	exact	0.000000	11.466671999999999
phase6_comp_651	49133730	49133840	111	2	9	exact	0.000000	6.900003
phase6_comp_652	49134433	49134464	32	3	17	exact	0.626111	7.373893000000001
phase6_comp_653	49136482	49136728	247	2	9	exact	0.000000	6.900003
phase6_comp_654	49138538	49139205	668	2	1	exact	0.000000	0.366667
phase6_comp_655	49140984	49142182	1199	4	7	exact	0.000000	0.366667
phase6_comp_656	49143373	49143463	91	2	22	exact	0.000000	16.866674
phase6_comp_657	49144319	49146163	1845	4	27	exact	0.000000	0.766667
phase6_comp_658	49147021	49147197	177	2	5	exact	0.000000	3.033335
phase6_comp_659	49153193	49153301	109	2	5	exact	0.000000	3.833335
phase6_comp_660	49154219	49154737	519	2	3	exact	0.000000	2.300001
phase6_comp_661	49157629	49157975	347	3	12	exact	0.000000	1.8572229999999998
phase6_comp_662	49160382	49160610	229	2	6	exact	0.000000	4.600002
phase6_comp_663	49170786	49171893	1108	4	22	exact	0.000000	0.766667
phase6_comp_664	49175451	49177200	1750	7	43	exact	0.000000	0.766667
phase6_comp_665	49180362	49182127	1766	12	36	exact	0.000000	0.766667
phase6_comp_666	49186756	49187226	471	2	3	exact	0.000000	2.300001
phase6_comp_667	49188552	49189797	1246	4	10	exact	0.000000	0.766667
phase6_comp_668	49191533	49192395	863	3	7	exact	0.000000	2.666668
phase6_comp_669	49193185	49194162	978	3	3	exact	0.000000	0.366667
phase6_comp_670	49202030	49204570	2541	12	84	exact	0.000000	0.766667
phase6_comp_671	49205888	49207756	1869	7	54	exact	0.000000	0.366667
phase6_comp_672	49208650	49208837	188	3	28	exact	0.000000	10.700004999999999
phase6_comp_673	49252654	49253322	669	2	1	exact	0.000000	0.766667
phase6_comp_674	49302491	49302505	15	2	23	exact	0.000000	17.066674
phase6_comp_675	49322089	49322296	208	2	9	exact	0.000000	6.900003
phase6_comp_676	49323055	49324218	1164	6	28	exact	0.000000	0.728333
phase6_comp_677	49331332	49331586	255	3	16	exact	0.244444	1.533334
phase6_comp_678	49334589	49335046	458	3	13	exact	1.533334	0.766667
phase6_comp_679	49364068	49364439	372	2	3	exact	0.000000	2.210556
phase6_comp_680	49407795	49408417	623	2	1	exact	0.000000	0.766667
phase6_comp_681	49410025	49412214	2190	20	171	greedy_refine	0.000000	
phase6_comp_682	49413255	49415093	1839	8	56	exact	0.000000	1.900001
phase6_comp_683	49416590	49419060	2471	10	75	exact	0.000000	0.766667
phase6_comp_684	49427199	49427273	75	2	22	exact	0.000000	16.866674
phase6_comp_685	49429205	49429381	177	2	6	exact	0.000000	4.600002
phase6_comp_686	49459375	49460077	703	3	7	exact	0.000000	0.766667
phase6_comp_687	49536138	49537542	1405	6	29	exact	0.000000	0.766667
phase6_comp_688	49558992	49559141	150	3	21	exact	0.000000	6.133336
phase6_comp_689	49559986	49561331	1346	6	46	exact	0.000000	0.766667
phase6_comp_690	49567925	49568308	384	3	43	exact	0.000000	1.533334
phase6_comp_691	49596367	49597015	649	2	1	exact	0.000000	0.366667
phase6_comp_692	49601624	49602197	574	3	12	exact	0.000000	3.066668
phase6_comp_693	49603475	49603545	71	3	35	exact	0.000000	17.066674
phase6_comp_694	49604806	49605888	1083	11	83	exact	0.000000	8.433337
phase6_comp_695	49607942	49609448	1507	5	16	exact	0.000000	0.766667
phase6_comp_696	49610308	49610616	309	4	34	exact	0.000000	6.86667
phase6_comp_697	49611855	49612399	545	3	7	exact	0.000000	1.533334
phase6_comp_698	49613508	49613846	339	2	2	exact	0.000000	1.133334
phase6_comp_699	49614604	49615826	1223	7	40	exact	0.766667	1.133334
phase6_comp_700	49616785	49617812	1028	10	37	exact	2.819446	1.3033329999999994
phase6_comp_701	49618979	49619136	158	2	5	exact	0.000000	3.833335
phase6_comp_702	49621804	49622075	272	3	26	exact	0.000000	8.433337
phase6_comp_703	49623107	49624572	1466	4	25	exact	0.000000	0.766667
phase6_comp_704	49625529	49627537	2009	6	28	exact	0.000000	0.766667
phase6_comp_705	49629400	49630591	1192	3	4	exact	0.000000	1.133334
phase6_comp_706	49631214	49631715	502	2	3	exact	0.000000	2.300001
phase6_comp_707	49634210	49634602	393	2	4	exact	0.000000	2.666668
phase6_comp_708	49643666	49643972	307	2	3	exact	0.000000	2.300001
phase6_comp_709	49648552	49650498	1947	7	36	exact	0.000000	1.133334
phase6_comp_710	49656056	49656922	867	3	4	exact	0.000000	0.766667
phase6_comp_711	49659163	49659538	376	4	29	exact	0.000000	6.133336
phase6_comp_712	49666834	49668533	1700	6	46	exact	0.000000	0.766667
phase6_comp_713	49669540	49670556	1017	4	23	exact	0.000000	0.766667
phase6_comp_714	49671473	49671876	404	3	20	exact	0.000000	3.066668
phase6_comp_715	49673920	49676109	2190	6	32	exact	0.000000	0.766667
phase6_comp_716	49679685	49681024	1340	4	7	exact	0.000000	0.766667
phase6_comp_717	49688980	49690131	1152	4	9	exact	0.000000	1.533334
phase6_comp_718	49692166	49693270	1105	3	4	exact	0.000000	1.133334
phase6_comp_719	49699365	49699927	563	6	56	exact	0.000000	10.700004999999999
phase6_comp_720	49701477	49701769	293	2	2	exact	0.000000	1.533334
phase6_comp_721	49703035	49703723	689	4	24	exact	0.000000	2.266668
phase6_comp_722	49704490	49704748	259	2	5	exact	0.000000	2.555555
phase6_comp_723	49705960	49706633	674	4	40	exact	0.000000	2.666668
phase6_comp_724	49707761	49709218	1458	5	31	exact	0.000000	1.5000010000000001
phase6_comp_725	49710166	49710708	543	2	4	exact	0.000000	2.666668
phase6_comp_726	49715890	49716447	558	3	11	exact	0.000000	3.033335
phase6_comp_727	49717183	49719113	1931	9	71	exact	0.000000	4.600002
phase6_comp_728	49722401	49722852	452	5	37	exact	1.533334	2.266668
phase6_comp_729	49752727	49753380	654	3	16	exact	0.000000	3.433335
phase6_comp_730	49754156	49754403	248	3	24	exact	0.000000	1.533334
phase6_comp_731	49758404	49758748	345	2	7	exact	0.766667	3.833335
phase6_comp_732	49760683	49760757	75	2	16	exact	0.000000	12.100005
phase6_comp_733	49763055	49764513	1459	3	2	exact	0.000000	0.766667
phase6_comp_734	49770988	49772090	1103	4	20	exact	0.000000	1.533334
phase6_comp_735	49787786	49788349	564	2	2	exact	0.000000	1.533334
phase6_comp_736	49789171	49790192	1022	4	20	exact	0.000000	3.066668
phase6_comp_737	49791143	49794892	3750	11	52	exact	0.000000	0.766667
phase6_comp_738	49795559	49797345	1787	6	30	exact	0.000000	0.766667
phase6_comp_739	49798807	49799976	1170	6	72	exact	0.000000	1.900001
phase6_comp_740	49803093	49804154	1062	6	62	exact	0.000000	2.666668
phase6_comp_741	49805870	49807531	1662	7	55	exact	0.000000	0.766667
phase6_comp_742	49812326	49812972	647	4	71	exact	0.000000	5.7333359999999995
phase6_comp_743	49817627	49818099	473	3	19	exact	0.000000	6.133336
phase6_comp_744	49818705	49818871	167	2	8	exact	0.000000	6.133336
phase6_comp_745	49822035	49822224	190	2	4	exact	0.000000	3.066668
phase6_comp_746	49823486	49825230	1745	3	3	exact	0.000000	0.766667
phase6_comp_747	49828066	49828917	852	3	8	exact	0.000000	2.300001
phase6_comp_748	49829754	49830616	863	4	16	exact	0.000000	0.766667
phase6_comp_749	49831743	49832158	416	3	33	exact	0.000000	3.433335
phase6_comp_750	49834212	49834592	381	4	18	exact	0.000000	2.300001
phase6_comp_751	49835961	49836135	175	2	7	exact	0.000000	4.566669
phase6_comp_752	49837807	49838134	328	2	2	exact	0.000000	1.533334
phase6_comp_753	49843409	49843540	132	2	4	exact	0.000000	3.066668
phase6_comp_754	49845825	49846895	1071	5	44	exact	0.000000	0.766667
phase6_comp_755	49847986	49848258	273	3	25	exact	0.000000	2.62389
phase6_comp_756	49849185	49849432	248	2	6	exact	0.000000	4.200002
phase6_comp_757	49857009	49858282	1274	5	29	exact	0.000000	0.766667
phase6_comp_758	49860917	49860921	5	2	33	exact	0.000000	23.766677
phase6_comp_759	49866133	49866397	265	2	6	exact	0.000000	4.600002
phase6_comp_760	49867588	49867704	117	2	15	exact	0.000000	11.500005
phase6_comp_761	49871320	49871957	638	2	1	exact	0.000000	0.766667
phase6_comp_762	49873446	49874264	819	2	1	exact	0.000000	0.766667
