component_id	start_pos	end_pos	span_bp	n_sites	n_fragments	solver	objective	margin
phase6_comp_380	32543490	32543507	18	2	27	exact	0.000000	20.533342
phase6_comp_381	32561036	32561569	534	2	1	exact	0.000000	0.766667
phase6_comp_382	32563899	32565314	1416	4	5	exact	0.000000	0.766667
phase6_comp_383	32566171	32566653	483	4	22	exact	0.000000	3.833335
phase6_comp_384	32574766	32575250	485	2	2	exact	0.000000	1.533334
phase6_comp_385	32576046	32578388	2343	9	78	exact	0.000000	0.766667
phase6_comp_386	32579496	32580823	1328	5	24	exact	0.000000	0.766667
phase6_comp_387	32585560	32585688	129	2	8	exact	0.000000	5.7333359999999995
phase6_comp_388	32587329	32587456	128	2	12	exact	0.000000	8.400004
phase6_comp_389	32589169	32590184	1016	5	32	exact	0.000000	3.066668
phase6_comp_390	32591544	32591546	3	2	19	exact	0.000000	13.366673
phase6_comp_391	32592636	32593666	1031	5	49	exact	0.000000	2.300001
phase6_comp_392	32599178	32599224	47	2	20	exact	0.000000	14.93334
phase6_comp_393	32601609	32603802	2194	7	21	exact	0.000000	0.766667
phase6_comp_394	32604555	32605577	1023	4	14	exact	0.000000	1.133334
phase6_comp_395	32608246	32609335	1090	3	5	exact	0.000000	0.766667
phase6_comp_396	32616952	32619038	2087	7	51	exact	0.000000	0.766667
phase6_comp_397	32621237	32621318	82	4	78	exact	18.835006	0.19555599999999984
phase6_comp_398	32628126	32628256	131	2	11	exact	0.000000	8.433337
phase6_comp_399	32630459	32631048	590	4	27	exact	0.000000	2.300001
phase6_comp_400	32635831	32636213	383	2	7	exact	0.000000	5.366669
phase6_comp_401	32651208	32651223	16	2	19	exact	0.000000	14.633339
phase6_comp_402	32652266	32653810	1545	4	8	exact	0.000000	0.366667
phase6_comp_403	32657917	32657958	42	2	15	exact	0.000000	10.300005
phase6_comp_404	32658836	32659352	517	3	27	exact	0.000000	3.833335
phase6_comp_405	32661077	32661342	266	2	9	exact	0.000000	6.900003
phase6_comp_406	32662145	32662663	519	3	7	exact	0.000000	1.900001
phase6_comp_407	32666824	32668027	1204	7	70	exact	0.000000	0.122222
phase6_comp_408	32668791	32669750	960	3	3	exact	0.000000	0.766667
phase6_comp_409	32671036	32672074	1039	3	7	exact	0.000000	2.300001
phase6_comp_410	32672906	32673195	290	2	6	exact	0.000000	4.600002
phase6_comp_411	32675522	32675705	184	3	27	exact	0.000000	2.666668
phase6_comp_412	32677356	32678794	1439	5	15	exact	0.000000	1.133334
phase6_comp_413	32680029	32680300	272	2	7	exact	0.000000	4.566669
phase6_comp_414	32682204	32683015	812	4	10	exact	0.000000	2.300001
phase6_comp_415	32685126	32685453	328	2	5	exact	0.000000	3.433335
phase6_comp_416	32690657	32690881	225	2	5	exact	0.000000	3.833335
phase6_comp_417	32706978	32707389	412	3	15	exact	0.000000	2.811112
phase6_comp_418	32709634	32709986	353	2	2	exact	0.000000	1.533334
phase6_comp_419	32712251	32712677	427	2	2	exact	0.000000	1.533334
phase6_comp_420	32713297	32715628	2332	6	24	exact	0.000000	0.366667
phase6_comp_421	32718353	32718923	571	3	6	exact	0.000000	2.300001
phase6_comp_422	32722976	32725491	2516	3	12	exact	0.000000	3.066668
phase6_comp_423	32728055	32728060	6	2	36	exact	0.000000	25.833345
phase6_comp_424	32730265	32730597	333	3	31	exact	0.000000	1.900001
phase6_comp_425	32733351	32734466	1116	6	46	exact	0.000000	3.066668
phase6_comp_426	32741154	32742806	1653	7	37	exact	0.000000	0.766667
phase6_comp_427	32747142	32747351	210	2	5	exact	0.000000	3.033335
phase6_comp_428	32748172	32751526	3355	6	12	exact	0.000000	0.366667
phase6_comp_429	32752550	32753461	912	3	2	exact	0.000000	0.366667
phase6_comp_430	32755737	32756706	970	4	21	exact	0.000000	1.533334
phase6_comp_431	32757946	32759119	1174	5	27	exact	0.000000	1.133334
phase6_comp_432	32760639	32761509	871	3	3	exact	0.000000	0.766667
phase6_comp_433	32762858	32765984	3127	9	48	exact	0.000000	0.766667
phase6_comp_434	32769291	32770550	1260	6	51	exact	0.000000	1.533334
phase6_comp_435	32771303	32772013	711	4	24	exact	0.000000	5.366669
phase6_comp_436	32773443	32774055	613	2	1	exact	0.000000	0.766667
phase6_comp_437	32777913	32779273	1361	4	11	exact	0.000000	0.766667
phase6_comp_438	32780754	32781673	920	3	9	exact	0.000000	2.300001
phase6_comp_439	32786453	32788684	2232	7	35	exact	0.000000	1.133334
phase6_comp_440	32790642	32792503	1862	8	68	exact	0.000000	0.766667
phase6_comp_441	32793423	32793884	462	2	4	exact	0.000000	3.066668
phase6_comp_442	32794964	32796330	1367	5	24	exact	0.000000	1.533334
phase6_comp_443	32797463	32798643	1181	5	22	exact	0.000000	0.766667
phase6_comp_444	32799719	32800148	430	2	3	exact	0.000000	2.300001
phase6_comp_445	32800655	32800830	176	2	5	exact	0.000000	3.433335
phase6_comp_446	32801203	32801712	510	2	2	exact	0.000000	1.533334
phase6_comp_447	32802727	32803554	828	3	11	exact	0.000000	3.066668
phase6_comp_448	32804560	32805546	987	3	5	exact	0.000000	0.766667
phase6_comp_449	32812867	32813188	322	2	2	exact	0.000000	1.133334
phase6_comp_450	32815400	32815404	5	2	27	exact	0.000000	20.366675
phase6_comp_451	32816341	32816941	601	2	1	exact	0.000000	0.366667
phase6_comp_452	32819156	32819855	700	2	1	exact	0.000000	0.366667
phase6_comp_453	32828097	32828783	687	2	1	exact	0.000000	0.766667
phase6_comp_454	32830303	32831799	1497	4	29	exact	0.000000	0.766667
phase6_comp_455	32837263	32837827	565	2	3	exact	0.000000	2.300001
phase6_comp_456	32839536	32839829	294	2	7	exact	0.000000	5.366669
phase6_comp_457	32842059	32842385	327	2	7	exact	0.000000	5.366669
phase6_comp_458	32845211	32845384	174	2	7	exact	0.000000	4.566669
phase6_comp_459	32851058	32851549	492	4	21	exact	0.000000	6.133336
phase6_comp_460	32858839	32858936	98	2	17	exact	0.766667	10.300005
phase6_comp_461	32860890	32861580	691	3	4	exact	0.000000	0.766667
phase6_comp_462	32863544	32863545	2	2	23	exact	0.000000	16.666674
phase6_comp_463	32869461	32869531	71	2	18	exact	0.000000	13.866672
phase6_comp_464	32870081	32870159	79	2	21	exact	0.000000	14.500007
phase6_comp_465	32870967	32873810	2844	11	71	exact	0.000000	0.766667
phase6_comp_466	32875265	32876661	1397	6	45	exact	0.000000	0.766667
phase6_comp_467	32877568	32878728	1161	7	53	exact	0.000000	2.300001
phase6_comp_468	32879570	32880307	738	5	38	exact	0.000000	4.200002
phase6_comp_469	32881069	32883206	2138	6	59	exact	0.000000	0.766667
phase6_comp_470	32883751	32884058	308	2	4	exact	0.000000	3.066668
phase6_comp_471	32885374	32887065	1692	10	107	exact	0.000000	2.266668
phase6_comp_472	32889591	32890175	585	6	40	exact	0.366667	3.8000019999999997
phase6_comp_473	32890647	32893155	2509	9	75	exact	0.000000	0.766667
phase6_comp_474	32894295	32894619	325	3	38	exact	0.000000	6.133336
phase6_comp_475	32897473	32898753	1281	6	49	exact	0.000000	0.766667
phase6_comp_476	32900517	32900660	144	2	9	exact	0.000000	6.100003
phase6_comp_477	32902818	32903495	678	2	1	exact	0.000000	0.766667
phase6_comp_478	32904567	32904713	147	2	6	exact	0.000000	4.600002
phase6_comp_479	32907796	32908240	445	3	27	exact	0.000000	5.366669
phase6_comp_480	32914526	32915076	551	4	43	exact	0.000000	7.2666699999999995
phase6_comp_481	32919956	32921431	1476	4	8	exact	0.000000	0.766667
phase6_comp_482	32923166	32923314	149	2	8	exact	0.000000	6.133336
phase6_comp_483	32933057	32933379	323	2	3	exact	0.000000	2.300001
phase6_comp_484	32935655	32935922	268	2	8	exact	0.000000	6.133336
phase6_comp_485	32937168	32937640	473	3	22	exact	0.000000	2.300001
phase6_comp_486	32947459	32948315	857	3	5	exact	0.000000	1.533334
phase6_comp_487	32949721	32950022	302	5	29	exact	2.533334	5.7333359999999995
phase6_comp_488	32956089	32956530	442	3	8	exact	0.000000	1.533334
phase6_comp_489	32961317	32961778	462	2	3	exact	0.000000	2.300001
phase6_comp_490	32964185	32964364	180	2	7	exact	0.000000	5.366669
phase6_comp_491	32965613	32965907	295	2	8	exact	0.000000	5.7333359999999995
phase6_comp_492	32966536	32966564	29	2	30	exact	0.000000	22.033343
phase6_comp_493	32968606	32968634	29	2	44	exact	0.000000	33.400014
phase6_comp_494	32977792	32979269	1478	7	56	exact	0.000000	0.766667
phase6_comp_495	32984632	32986440	1809	6	25	exact	0.000000	0.766667
phase6_comp_496	32987367	32987910	544	2	1	exact	0.000000	0.366667
phase6_comp_497	32988840	33000521	11682	58	434	greedy_refine	1.533334	
phase6_comp_498	33166413	33166935	523	2	3	exact	0.000000	2.300001
phase6_comp_499	33184505	33185549	1045	4	28	exact	0.000000	0.511111
phase6_comp_500	33199618	33200231	614	2	1	exact	0.000000	0.766667
phase6_comp_501	33205198	33205263	66	2	14	exact	0.000000	10.733338
phase6_comp_502	33231158	33231213	56	6	28	exact	0.766667	10.990005
phase6_comp_503	33231983	33232347	365	2	5	exact	0.000000	3.833335
phase6_comp_504	33264202	33268069	3868	12	51	exact	0.766667	0.766667
phase6_comp_505	33269214	33270076	863	6	69	exact	0.000000	4.966669
phase6_comp_506	33271571	33271589	19	2	34	exact	0.000000	24.866678
phase6_comp_507	33273166	33274474	1309	5	15	exact	0.000000	1.133334
phase6_comp_508	33279226	33280443	1218	4	10	exact	0.000000	0.766667
phase6_comp_509	33285480	33286451	972	3	3	exact	0.000000	0.366667
phase6_comp_510	33288679	33289414	736	5	37	exact	1.133334	0.766667
phase6_comp_511	33298154	33298176	23	2	29	exact	0.000000	21.666676
phase6_comp_512	33303197	33303560	364	2	2	exact	0.000000	1.533334
phase6_comp_513	33437672	33437691	20	2	30	exact	0.000000	22.833343
phase6_comp_514	33798119	33798464	346	2	5	exact	0.000000	3.833335
phase6_comp_515	33802601	33802819	219	2	6	exact	0.000000	4.200002
phase6_comp_516	33805194	33806390	1197	3	3	exact	0.000000	0.562222
phase6_comp_517	33822290	33823411	1122	5	37	exact	0.000000	0.766667
phase6_comp_518	33832650	33833936	1287	4	13	exact	0.000000	1.133334
phase6_comp_519	33861523	33861776	254	3	22	exact	0.000000	6.86667
phase6_comp_520	33864370	33865102	733	4	28	exact	0.000000	2.300001
phase6_comp_521	33866113	33867169	1057	5	24	exact	0.000000	0.766667
phase6_comp_522	33870693	33870882	190	2	3	exact	0.000000	2.300001
phase6_comp_523	33872437	33872748	312	3	42	exact	0.000000	6.133336
phase6_comp_524	33877127	33878371	1245	6	29	exact	0.000000	0.766667
phase6_comp_525	33879128	33879333	206	3	22	exact	0.000000	3.833335
phase6_comp_526	33885076	33885231	156	4	42	exact	2.300001	14.866672
phase6_comp_527	33890259	33890444	186	2	7	exact	0.000000	4.966669
phase6_comp_528	33892486	33893187	702	4	37	exact	0.000000	0.766667
phase6_comp_529	33894580	33894732	153	2	6	exact	0.000000	4.200002
phase6_comp_530	33896594	33896623	30	2	30	exact	0.000000	22.20001
phase6_comp_531	33897844	33898739	896	5	52	exact	0.000000	2.300001
phase6_comp_532	33899981	33900832	852	5	23	exact	0.000000	1.533334
phase6_comp_533	33901426	33905860	4435	20	148	greedy_refine	0.766667	
phase6_comp_534	33907058	33907330	273	2	3	exact	0.000000	2.300001
phase6_comp_535	33910889	33911845	957	7	53	exact	0.000000	0.766667
phase6_comp_536	33913103	33913876	774	6	38	exact	0.766667	3.4333349999999996
phase6_comp_537	33915254	33915303	50	2	23	exact	0.000000	16.433341
phase6_comp_538	33915998	33916700	703	3	10	exact	0.000000	3.833335
phase6_comp_539	33917671	33918498	828	3	21	exact	0.000000	0.766667
phase6_comp_540	33919598	33920304	707	4	21	exact	1.533334	3.833335
phase6_comp_541	33923740	33924238	499	3	26	exact	0.000000	2.300001
phase6_comp_542	33925893	33926801	909	4	10	exact	0.000000	1.133334
phase6_comp_543	33928511	33929190	680	5	64	exact	0.000000	3.433335
phase6_comp_544	33930866	33931541	676	3	6	exact	0.000000	1.533334
phase6_comp_545	33932128	33932197	70	2	17	exact	0.000000	12.233338999999999
phase6_comp_546	33937338	33938066	729	3	6	exact	0.000000	0.766667
phase6_comp_547	33939322	33940067	746	5	45	exact	0.000000	1.533334
phase6_comp_548	33943171	33943307	137	2	10	exact	0.000000	6.46667
phase6_comp_549	33944042	33944488	447	4	42	exact	0.000000	8.800004
phase6_comp_550	33951653	33954310	2658	12	70	exact	0.000000	0.766667
phase6_comp_551	33956603	33958418	1816	6	29	exact	0.000000	0.366667
phase6_comp_552	33959343	33963729	4387	17	145	exact	0.000000	0.766667
phase6_comp_553	33964781	33965289	509	6	77	exact	0.000000	15.700007
phase6_comp_554	33966568	33966765	198	3	30	exact	0.000000	13.766672999999999
phase6_comp_555	33968647	33969366	720	3	9	exact	0.000000	2.300001
phase6_comp_556	33969925	33970036	112	2	12	exact	0.000000	8.800004
phase6_comp_557	33973559	33974890	1332	5	25	exact	0.766667	0.0
phase6_comp_558	33975990	33976412	423	4	26	exact	0.000000	2.666668
phase6_comp_559	33977866	33978335	470	2	3	exact	0.000000	2.300001
phase6_comp_560	33992095	33992139	45	2	28	exact	0.000000	21.466676
phase6_comp_561	34000876	34000943	68	2	20	exact	0.000000	15.566673
phase6_comp_562	34060932	34061179	248	2	1	exact	0.000000	0.766667
phase6_comp_563	34069572	34069784	213	2	4	exact	0.000000	3.066668
phase6_comp_564	34079839	34080438	600	2	1	exact	0.000000	0.766667
phase6_comp_565	34085143	34085231	89	2	18	exact	0.000000	13.800006
phase6_comp_566	34132371	34133025	655	3	7	exact	0.000000	0.766667
phase6_comp_567	34138141	34139893	1753	4	5	exact	0.000000	0.366667
phase6_comp_568	34149161	34149661	501	2	2	exact	0.000000	1.533334
phase6_comp_569	34160946	34161120	175	2	4	exact	0.000000	2.666668
phase6_comp_570	34172489	34172811	323	3	27	exact	0.000000	5.333336
phase6_comp_571	34178965	34179145	181	2	6	exact	0.000000	4.600002
phase6_comp_572	34183642	34184385	744	3	10	exact	0.766667	3.066668
phase6_comp_573	34187091	34187310	220	3	23	exact	0.000000	4.566669
phase6_comp_574	34189106	34189111	6	2	15	exact	0.000000	11.333338
phase6_comp_575	34235836	34235872	37	4	15	exact	0.766667	6.197223
phase6_comp_576	34434991	34435469	479	2	3	exact	0.000000	2.300001
phase6_comp_577	34545113	34545380	268	2	6	exact	0.000000	4.600002
phase6_comp_578	34694394	34694976	583	6	41	exact	0.000000	5.366669
phase6_comp_579	34695599	34695640	42	2	2	exact	0.000000	1.043889
phase6_comp_580	34696820	34697710	891	5	29	exact	0.000000	3.066668
phase6_comp_581	34698994	34699978	985	5	14	exact	0.000000	0.766667
phase6_comp_582	34700603	34701421	819	5	52	exact	0.000000	3.066668
phase6_comp_583	34704323	34705089	767	3	12	exact	0.000000	0.766667
phase6_comp_584	34706549	34707141	593	2	1	exact	0.000000	0.766667
phase6_comp_585	34722667	34723195	529	2	1	exact	0.000000	0.766667
phase6_comp_586	34724842	34725936	1095	4	11	exact	0.000000	1.533334
phase6_comp_587	34734202	34734315	114	2	21	exact	0.000000	15.300006999999999
phase6_comp_588	34745236	34745404	169	2	7	exact	0.000000	5.366669
phase6_comp_589	34747722	34747853	132	2	8	exact	0.000000	5.7333359999999995
phase6_comp_590	34750764	34750782	19	2	26	exact	0.000000	20.000008
phase6_comp_591	34752510	34753595	1086	3	2	exact	0.000000	0.766667
phase6_comp_592	34754636	34755354	719	3	22	exact	0.000000	0.766667
phase6_comp_593	34768708	34768738	31	2	27	exact	0.000000	20.533342
phase6_comp_594	34770594	34771251	658	3	9	exact	0.000000	0.366667
phase6_comp_595	34773561	34773918	358	2	2	exact	0.000000	1.533334
phase6_comp_596	34776781	34777049	269	3	25	exact	0.000000	7.2666699999999995
phase6_comp_597	34778667	34779597	931	5	35	exact	0.000000	1.533334
phase6_comp_598	34786010	34786299	290	2	3	exact	0.000000	2.300001
phase6_comp_599	34797299	34798353	1055	3	2	exact	0.000000	0.766667
phase6_comp_600	34811234	34811280	47	2	14	exact	0.000000	9.431115
phase6_comp_601	34812552	34813110	559	4	36	exact	0.000000	0.766667
phase6_comp_602	34815214	34816127	914	4	12	exact	0.000000	1.533334
phase6_comp_603	34817102	34817109	8	2	25	exact	0.000000	17.53223
phase6_comp_604	34819901	34820233	333	2	3	exact	0.000000	2.300001
phase6_comp_605	34829808	34830011	204	2	9	exact	0.000000	6.900003
phase6_comp_606	34847358	34848024	667	2	1	exact	0.000000	0.766667
phase6_comp_607	34860112	34860757	646	3	7	exact	0.000000	2.266668
phase6_comp_608	34861888	34861966	79	2	15	exact	0.000000	10.700004999999999
phase6_comp_609	34864797	34865196	400	3	19	exact	0.000000	3.433335
phase6_comp_610	34866314	34866438	125	2	4	exact	0.000000	3.066668
phase6_comp_611	34870481	34871551	1071	3	3	exact	0.000000	0.766667
phase6_comp_612	34876907	34877486	580	3	14	exact	0.000000	2.300001
phase6_comp_613	34880847	34881284	438	2	4	exact	0.000000	2.666668
phase6_comp_614	34948698	34949094	397	2	4	exact	0.000000	2.266668
phase6_comp_615	34950581	34951196	616	3	8	exact	0.000000	1.533334
phase6_comp_616	34952197	34952784	588	4	32	exact	0.000000	2.300001
phase6_comp_617	34953595	34954278	684	2	1	exact	0.000000	0.766667
phase6_comp_618	34955093	34955626	534	2	1	exact	0.000000	0.766667
phase6_comp_619	34957252	34958013	762	3	11	exact	0.000000	3.066668
phase6_comp_620	34962143	34962579	437	2	1	exact	0.000000	0.766667
phase6_comp_621	34964809	34966958	2150	7	40	exact	0.000000	0.766667
phase6_comp_622	34968888	34970208	1321	5	25	exact	0.000000	0.766667
phase6_comp_623	34972057	34972369	313	2	5	exact	0.000000	3.833335
phase6_comp_624	34975808	34976133	326	2	3	exact	0.000000	2.300001
phase6_comp_625	34977677	34977862	186	2	8	exact	0.000000	5.333336
phase6_comp_626	34983946	34984116	171	2	4	exact	0.000000	2.666668
phase6_comp_627	34985138	34986962	1825	6	25	exact	0.000000	0.766667
phase6_comp_628	34990448	34991270	823	3	9	exact	0.000000	0.766667
phase6_comp_629	34993737	34994086	350	3	16	exact	0.000000	6.86667
phase6_comp_630	34994928	34995311	384	3	22	exact	0.000000	3.066668
phase6_comp_631	34995913	34996486	574	2	4	exact	0.000000	3.066668
